sex,birthplace,province,marital_status,education,income_family,age
Male,Other,BC,Not married,No university,"Less than $25,000",55+
Male,Canada,QC,Not married,University,"$25,000 to $49,999",25-34
Male,Canada,ON,Married,University,"$100,000 to $ 124,999",25-34
Female,Other,ON,Married,No university,"$25,000 to $49,999",55+
Female,Canada,AB,Not married,University,"$75,000 to $99,999",25-34
Female,Canada,NB,Not married,No university,"Less than $25,000",55+
Female,Canada,ON,Not married,No university,"$25,000 to $49,999",55+
Male,Other,QC,Married,University,"$125,000 and more",35-44
Male,Canada,SK,Married,No university,"$100,000 to $ 124,999",25-34
Male,Canada,MB,Married,University,"$25,000 to $49,999",55+
Female,Canada,BC,Married,No university,"$25,000 to $49,999",55+
Male,Other,BC,Married,No university,"$125,000 and more",55+
Female,Canada,ON,Not married,No university,"$50,000 to $74,999",35-44
Male,Canada,NB,Not married,No university,"$25,000 to $49,999",45-54
Male,Canada,BC,Not married,No university,"Less than $25,000",55+
Male,Canada,BC,Not married,No university,"$25,000 to $49,999",18-24
Male,Other,BC,Married,No university,"$50,000 to $74,999",45-54
Male,Canada,QC,Not married,No university,"$75,000 to $99,999",18-24
Male,Canada,NB,Not married,No university,"$25,000 to $49,999",55+
Male,Canada,PE,Not married,No university,"$50,000 to $74,999",25-34
Male,Canada,QC,Married,No university,"$50,000 to $74,999",45-54
Male,Other,ON,Married,No university,"$25,000 to $49,999",55+
Female,Other,AB,Married,No university,"$100,000 to $ 124,999",35-44
Male,Canada,ON,Not married,No university,"$75,000 to $99,999",55+
Female,Canada,ON,Not married,No university,"$50,000 to $74,999",35-44
Male,Canada,NS,Not married,University,"$125,000 and more",55+
Female,Canada,AB,Married,No university,"$50,000 to $74,999",55+
Male,Canada,ON,Married,University,"$125,000 and more",35-44
Male,Canada,QC,Not married,No university,"$25,000 to $49,999",55+
Male,Canada,NB,Not married,No university,"Less than $25,000",55+
Female,Canada,NS,Married,University,"$100,000 to $ 124,999",55+
Female,Canada,ON,Not married,No university,"$25,000 to $49,999",25-34
Male,Canada,SK,Not married,No university,"$75,000 to $99,999",25-34
Male,Canada,NB,Not married,No university,"$25,000 to $49,999",25-34
Male,Canada,NB,Not married,University,"$75,000 to $99,999",55+
Female,Other,BC,Married,No university,"Less than $25,000",55+
Male,Other,ON,Not married,University,"Less than $25,000",55+
Male,Canada,AB,Married,No university,"$125,000 and more",45-54
Male,Canada,QC,Not married,No university,"$25,000 to $49,999",55+
Male,Canada,QC,Married,University,"$75,000 to $99,999",45-54
Male,Canada,BC,Not married,University,"$50,000 to $74,999",55+
Male,Other,ON,Married,University,"$50,000 to $74,999",25-34
Male,Other,ON,Not married,University,"$25,000 to $49,999",45-54
Female,Canada,QC,Not married,No university,"Less than $25,000",45-54
Male,Canada,ON,Not married,No university,"$50,000 to $74,999",25-34
Female,Canada,AB,Not married,No university,"$75,000 to $99,999",55+
Male,Other,AB,Not married,No university,"$25,000 to $49,999",45-54
Male,Other,QC,Married,No university,"$125,000 and more",35-44
Female,Canada,QC,Not married,University,"$50,000 to $74,999",55+
Female,Canada,NB,Not married,No university,"$25,000 to $49,999",35-44
Male,Other,ON,Not married,University,"$25,000 to $49,999",55+
Female,Canada,BC,Married,No university,"$125,000 and more",45-54
Female,Canada,QC,Not married,No university,"$50,000 to $74,999",35-44
Male,Canada,BC,Married,No university,"$125,000 and more",55+
Female,Canada,NS,Not married,No university,"$50,000 to $74,999",55+
Male,Canada,ON,Married,No university,"$25,000 to $49,999",55+
Male,Canada,NB,Not married,University,"$50,000 to $74,999",55+
Female,Canada,ON,Not married,University,"Less than $25,000",45-54
Female,Canada,QC,Not married,No university,"$25,000 to $49,999",55+
Male,Canada,NB,Married,No university,"$125,000 and more",55+
Male,Canada,ON,Married,University,"$25,000 to $49,999",55+
Female,Other,ON,Married,No university,"$50,000 to $74,999",55+
Female,Other,ON,Married,No university,"$100,000 to $ 124,999",55+
Male,Canada,SK,Married,No university,"$50,000 to $74,999",55+
Female,Canada,ON,Married,No university,"$100,000 to $ 124,999",55+
Male,Canada,BC,Not married,No university,"$75,000 to $99,999",35-44
Male,Other,ON,Married,No university,"$125,000 and more",45-54
Male,Canada,MB,Married,No university,"$125,000 and more",45-54
Female,Canada,QC,Married,No university,"Less than $25,000",45-54
Female,Canada,PE,Not married,No university,"$25,000 to $49,999",45-54
Male,Canada,PE,Not married,No university,"$25,000 to $49,999",55+
Male,Canada,PE,Married,No university,"$125,000 and more",45-54
Female,Canada,NS,Not married,No university,"$25,000 to $49,999",45-54
Male,Canada,PE,Not married,No university,"Less than $25,000",55+
Female,Canada,ON,Not married,No university,"$50,000 to $74,999",35-44
Female,Canada,BC,Married,No university,"$125,000 and more",35-44
Female,Canada,QC,Not married,No university,"$25,000 to $49,999",35-44
Male,Other,QC,Married,No university,"$100,000 to $ 124,999",35-44
Male,Canada,MB,Not married,No university,"$25,000 to $49,999",35-44
Male,Other,BC,Not married,University,"$50,000 to $74,999",25-34
Male,Canada,NB,Married,No university,"$75,000 to $99,999",45-54
Female,Canada,BC,Not married,No university,"$50,000 to $74,999",55+
Female,Canada,NS,Not married,No university,"$25,000 to $49,999",25-34
Male,Canada,NL,Not married,No university,"$50,000 to $74,999",55+
Male,Canada,MB,Married,No university,"$50,000 to $74,999",55+
Male,Canada,QC,Not married,No university,"$125,000 and more",45-54
Male,Canada,ON,Not married,No university,"Less than $25,000",55+
Female,Other,QC,Married,No university,"$25,000 to $49,999",55+
Female,Canada,BC,Not married,No university,"$125,000 and more",25-34
Female,Canada,ON,Not married,No university,"$75,000 to $99,999",35-44
Male,Canada,ON,Not married,No university,"$125,000 and more",55+
Female,Canada,ON,Married,University,"$125,000 and more",45-54
Female,Canada,NL,Not married,No university,"$50,000 to $74,999",35-44
Female,Canada,QC,Married,No university,"$50,000 to $74,999",55+
Female,Canada,AB,Married,No university,"$125,000 and more",55+
Male,Canada,SK,Married,University,"$50,000 to $74,999",55+
Female,Canada,NS,Married,University,"$125,000 and more",55+
Female,Canada,NB,Married,No university,"$50,000 to $74,999",25-34
Female,Canada,QC,Not married,No university,"$50,000 to $74,999",25-34
Female,Canada,AB,Not married,No university,"$25,000 to $49,999",25-34
Male,Other,SK,Not married,University,"$125,000 and more",18-24
Male,Canada,ON,Married,No university,"$100,000 to $ 124,999",35-44
Male,Canada,AB,Not married,University,"$100,000 to $ 124,999",25-34
Female,Canada,QC,Married,No university,"$75,000 to $99,999",55+
Male,Canada,NL,Not married,No university,"$25,000 to $49,999",55+
Male,Other,BC,Not married,No university,"Less than $25,000",55+
Female,Canada,ON,Not married,University,"$125,000 and more",25-34
Male,Canada,QC,Not married,University,"$50,000 to $74,999",55+
Male,Canada,NS,Married,No university,"$75,000 to $99,999",25-34
Female,Other,AB,Not married,No university,"$25,000 to $49,999",55+
Female,Canada,AB,Married,No university,"$75,000 to $99,999",55+
Male,Canada,SK,Married,No university,"$100,000 to $ 124,999",25-34
Male,Other,BC,Married,No university,"$75,000 to $99,999",35-44
Female,Canada,AB,Not married,No university,"$100,000 to $ 124,999",25-34
Female,Other,ON,Married,No university,"$125,000 and more",55+
Male,Canada,ON,Not married,University,"$100,000 to $ 124,999",55+
Male,Canada,PE,Married,University,"$75,000 to $99,999",45-54
Female,Canada,AB,Married,No university,"$50,000 to $74,999",18-24
Male,Canada,ON,Married,No university,"$50,000 to $74,999",45-54
Male,Canada,AB,Not married,No university,"$125,000 and more",18-24
Female,Canada,SK,Married,No university,"$100,000 to $ 124,999",55+
Female,Canada,QC,Not married,No university,"$100,000 to $ 124,999",45-54
Female,Canada,ON,Married,No university,"$125,000 and more",35-44
Male,Canada,NL,Married,No university,"$100,000 to $ 124,999",45-54
Female,Canada,PE,Married,No university,"$100,000 to $ 124,999",55+
Male,Canada,QC,Not married,University,"$50,000 to $74,999",35-44
Female,Canada,SK,Married,No university,"$50,000 to $74,999",55+
Male,Canada,ON,Not married,University,"$125,000 and more",25-34
Female,Canada,ON,Married,No university,"$50,000 to $74,999",55+
Female,Canada,QC,Not married,University,"$25,000 to $49,999",35-44
Male,Canada,NL,Married,No university,"$50,000 to $74,999",55+
Female,Canada,PE,Not married,No university,"Less than $25,000",55+
Male,Canada,QC,Not married,No university,"$25,000 to $49,999",25-34
Male,Other,ON,Not married,University,"$25,000 to $49,999",55+
Female,Canada,BC,Married,No university,"$125,000 and more",55+
Female,Canada,SK,Not married,No university,"$25,000 to $49,999",18-24
Male,Canada,PE,Not married,No university,"$25,000 to $49,999",35-44
Female,Other,BC,Married,No university,"$125,000 and more",55+
Male,Canada,ON,Not married,No university,"$50,000 to $74,999",55+
Male,Canada,ON,Married,No university,"$25,000 to $49,999",55+
Female,Canada,NS,Not married,No university,"$25,000 to $49,999",18-24
Male,Canada,NL,Married,No university,"$75,000 to $99,999",25-34
Male,Canada,MB,Not married,No university,"$25,000 to $49,999",55+
Female,Canada,ON,Married,No university,"$125,000 and more",55+
Female,Canada,ON,Married,University,"$100,000 to $ 124,999",55+
Female,Canada,ON,Married,No university,"$50,000 to $74,999",55+
Female,Canada,NL,Married,No university,"$75,000 to $99,999",55+
Female,Canada,SK,Married,No university,"$125,000 and more",55+
Female,Canada,AB,Not married,No university,"$75,000 to $99,999",55+
Female,Canada,QC,Not married,University,"$125,000 and more",25-34
Male,Canada,AB,Married,No university,"$50,000 to $74,999",55+
Male,Canada,PE,Married,University,"$50,000 to $74,999",55+
Male,Canada,SK,Not married,No university,"$75,000 to $99,999",25-34
Male,Canada,QC,Not married,No university,"Less than $25,000",55+
Female,Canada,NS,Not married,No university,"$25,000 to $49,999",45-54
Male,Canada,BC,Not married,University,"$75,000 to $99,999",55+
Male,Canada,SK,Married,No university,"$25,000 to $49,999",55+
Female,Canada,NB,Not married,No university,"$50,000 to $74,999",55+
Female,Canada,AB,Married,University,"$125,000 and more",55+
Male,Canada,AB,Married,No university,"$125,000 and more",35-44
Female,Canada,QC,Married,University,"$50,000 to $74,999",55+
Male,Other,ON,Not married,No university,"$25,000 to $49,999",55+
Male,Canada,AB,Married,No university,"$75,000 to $99,999",35-44
Female,Canada,NS,Not married,University,"$125,000 and more",35-44
Male,Canada,ON,Married,University,"$125,000 and more",35-44
Female,Canada,NS,Married,No university,"$125,000 and more",45-54
Female,Canada,BC,Not married,No university,"Less than $25,000",55+
Female,Canada,SK,Married,No university,"$50,000 to $74,999",55+
Female,Canada,ON,Not married,No university,"$25,000 to $49,999",45-54
Male,Canada,BC,Married,No university,"$100,000 to $ 124,999",55+
Female,Canada,NL,Married,No university,"$75,000 to $99,999",55+
Male,Canada,QC,Not married,University,"$25,000 to $49,999",55+
Female,Canada,PE,Married,No university,"$75,000 to $99,999",45-54
Male,Canada,SK,Married,No university,"$125,000 and more",25-34
Male,Canada,NS,Married,University,"$125,000 and more",45-54
Male,Canada,ON,Married,University,"$125,000 and more",55+
Male,Other,ON,Married,No university,"$75,000 to $99,999",35-44
Female,Canada,ON,Not married,University,"$25,000 to $49,999",45-54
Male,Canada,BC,Not married,No university,"$50,000 to $74,999",55+
Male,Other,QC,Married,University,"$25,000 to $49,999",25-34
Male,Canada,SK,Married,No university,"$50,000 to $74,999",55+
Female,Canada,NB,Married,No university,"$125,000 and more",55+
Male,Canada,QC,Not married,No university,"Less than $25,000",18-24
Female,Canada,SK,Married,University,"$25,000 to $49,999",45-54
Female,Canada,AB,Married,University,"$125,000 and more",45-54
Female,Canada,BC,Married,University,"$125,000 and more",25-34
Male,Canada,NL,Not married,University,"$125,000 and more",55+
Female,Canada,SK,Married,No university,"$100,000 to $ 124,999",25-34
Female,Other,BC,Married,University,"$125,000 and more",55+
Female,Other,BC,Married,No university,"$125,000 and more",35-44
Male,Canada,ON,Not married,No university,"Less than $25,000",55+
Male,Canada,BC,Married,No university,"$25,000 to $49,999",35-44
Female,Other,QC,Not married,University,"$25,000 to $49,999",55+
Male,Canada,NS,Married,University,"$125,000 and more",35-44
Male,Canada,ON,Married,University,"$125,000 and more",55+
Male,Other,ON,Not married,No university,"$75,000 to $99,999",55+
Female,Canada,QC,Not married,University,"$100,000 to $ 124,999",25-34
Female,Canada,QC,Not married,No university,"$125,000 and more",18-24
Male,Canada,NS,Not married,No university,"$25,000 to $49,999",55+
Male,Canada,SK,Not married,No university,"$50,000 to $74,999",18-24
Male,Canada,MB,Married,University,"$125,000 and more",55+
Female,Canada,ON,Not married,University,"$125,000 and more",55+
Female,Canada,BC,Married,University,"$25,000 to $49,999",55+
Male,Other,BC,Not married,University,"$125,000 and more",25-34
Male,Canada,QC,Married,No university,"$50,000 to $74,999",55+
Male,Other,ON,Not married,No university,"$25,000 to $49,999",35-44
Male,Canada,QC,Not married,No university,"Less than $25,000",55+
Male,Canada,ON,Married,University,"$25,000 to $49,999",55+
Female,Canada,MB,Not married,No university,"Less than $25,000",55+
Male,Canada,QC,Married,No university,"$50,000 to $74,999",55+
Female,Other,QC,Married,University,"$50,000 to $74,999",45-54
Female,Canada,BC,Married,University,"$125,000 and more",45-54
Female,Canada,AB,Married,No university,"$75,000 to $99,999",35-44
Female,Canada,PE,Married,No university,"$50,000 to $74,999",55+
Male,Canada,QC,Married,No university,"$125,000 and more",55+
Male,Canada,ON,Married,No university,"$100,000 to $ 124,999",45-54
Female,Canada,ON,Married,No university,"$125,000 and more",55+
Male,Canada,NL,Not married,No university,"Less than $25,000",55+
Male,Canada,QC,Not married,No university,"$25,000 to $49,999",55+
Male,Other,ON,Not married,No university,"$25,000 to $49,999",55+
Male,Canada,SK,Married,No university,"$125,000 and more",45-54
Female,Canada,BC,Married,No university,"$25,000 to $49,999",55+
Female,Other,NS,Married,University,"$75,000 to $99,999",45-54
Female,Canada,MB,Married,No university,"$25,000 to $49,999",55+
Male,Canada,QC,Not married,University,"$25,000 to $49,999",55+
Female,Canada,AB,Married,No university,"$100,000 to $ 124,999",25-34
Female,Canada,ON,Not married,University,"$25,000 to $49,999",35-44
Male,Other,ON,Married,No university,"$25,000 to $49,999",55+
Male,Canada,BC,Not married,No university,"$25,000 to $49,999",55+
Female,Canada,QC,Not married,No university,"$50,000 to $74,999",55+
Female,Canada,BC,Married,University,"$125,000 and more",55+
Female,Other,ON,Married,No university,"$50,000 to $74,999",35-44
Male,Canada,AB,Not married,No university,"$50,000 to $74,999",45-54
Male,Canada,QC,Married,No university,"$75,000 to $99,999",45-54
Male,Canada,MB,Married,University,"$75,000 to $99,999",55+
Male,Canada,QC,Married,University,"$125,000 and more",45-54
Female,Canada,BC,Married,University,"$100,000 to $ 124,999",25-34
Female,Other,NS,Not married,University,"$75,000 to $99,999",25-34
Male,Canada,ON,Married,No university,"$75,000 to $99,999",45-54
Male,Canada,QC,Not married,No university,"$50,000 to $74,999",45-54
Male,Canada,NL,Not married,No university,"Less than $25,000",55+
Female,Canada,ON,Married,No university,"$50,000 to $74,999",55+
Female,Other,ON,Married,No university,"$125,000 and more",55+
Female,Canada,QC,Not married,No university,"$25,000 to $49,999",55+
Female,Canada,PE,Married,No university,"$125,000 and more",55+
Male,Canada,QC,Married,No university,"$50,000 to $74,999",45-54
Female,Canada,QC,Not married,No university,"$125,000 and more",55+
Male,Other,QC,Married,University,"$25,000 to $49,999",55+
Male,Canada,ON,Married,No university,"$75,000 to $99,999",55+
Male,Canada,ON,Not married,No university,"Less than $25,000",55+
Female,Canada,MB,Married,No university,"$75,000 to $99,999",35-44
Female,Canada,QC,Married,No university,"$75,000 to $99,999",45-54
Female,Canada,AB,Not married,No university,"Less than $25,000",55+
Female,Canada,BC,Not married,No university,"$125,000 and more",25-34
Male,Canada,NS,Not married,University,"$50,000 to $74,999",55+
Female,Canada,BC,Married,No university,"$125,000 and more",35-44
Female,Canada,AB,Married,No university,"$125,000 and more",35-44
Female,Other,NS,Married,University,"$50,000 to $74,999",25-34
Female,Canada,PE,Not married,No university,"$50,000 to $74,999",55+
Male,Other,NL,Married,No university,"$50,000 to $74,999",55+
Female,Canada,QC,Married,University,"$100,000 to $ 124,999",55+
Male,Canada,ON,Not married,No university,"Less than $25,000",45-54
Female,Canada,ON,Not married,No university,"$25,000 to $49,999",55+
Female,Canada,BC,Not married,No university,"$50,000 to $74,999",55+
Female,Canada,BC,Married,No university,"$50,000 to $74,999",25-34
Male,Other,QC,Not married,University,"$50,000 to $74,999",55+
Male,Other,ON,Not married,No university,"$25,000 to $49,999",45-54
Female,Other,QC,Married,University,"$25,000 to $49,999",55+
Female,Canada,NS,Married,No university,"$50,000 to $74,999",55+
Female,Other,ON,Married,No university,"$125,000 and more",55+
Female,Other,ON,Married,No university,"Less than $25,000",25-34
Male,Canada,QC,Not married,No university,"$75,000 to $99,999",25-34
Male,Canada,QC,Not married,University,"$25,000 to $49,999",55+
Female,Canada,ON,Married,No university,"$50,000 to $74,999",55+
Female,Canada,BC,Not married,No university,"$25,000 to $49,999",55+
Male,Canada,SK,Not married,No university,"$25,000 to $49,999",55+
Male,Canada,SK,Married,No university,"$25,000 to $49,999",55+
Female,Canada,QC,Married,University,"$125,000 and more",35-44
Female,Canada,NB,Not married,No university,"Less than $25,000",45-54
Male,Canada,BC,Not married,No university,"Less than $25,000",18-24
Male,Other,ON,Not married,No university,"$25,000 to $49,999",55+
Male,Canada,ON,Married,University,"$125,000 and more",45-54
Female,Canada,ON,Not married,No university,"$75,000 to $99,999",35-44
Male,Canada,MB,Married,No university,"$125,000 and more",25-34
Male,Canada,QC,Not married,No university,"$25,000 to $49,999",55+
Male,Other,QC,Not married,University,"$125,000 and more",35-44
Female,Canada,NL,Married,No university,"$50,000 to $74,999",55+
Female,Canada,ON,Not married,No university,"Less than $25,000",35-44
Female,Canada,QC,Married,No university,"$125,000 and more",55+
Male,Canada,QC,Married,No university,"$25,000 to $49,999",55+
Female,Canada,BC,Not married,No university,"$25,000 to $49,999",55+
Male,Other,AB,Married,University,"$125,000 and more",55+
Female,Canada,PE,Married,No university,"$25,000 to $49,999",55+
Female,Canada,BC,Married,No university,"$50,000 to $74,999",55+
Male,Canada,AB,Not married,No university,"Less than $25,000",55+
Male,Canada,QC,Not married,University,"$100,000 to $ 124,999",55+
Male,Canada,ON,Married,University,"$125,000 and more",35-44
Female,Canada,QC,Not married,No university,"$25,000 to $49,999",55+
Male,Other,ON,Married,No university,"$75,000 to $99,999",55+
Female,Canada,QC,Not married,No university,"$50,000 to $74,999",55+
Male,Canada,ON,Not married,University,"$75,000 to $99,999",55+
Male,Canada,SK,Not married,No university,"$25,000 to $49,999",55+
Male,Canada,NS,Married,No university,"$75,000 to $99,999",35-44
Female,Canada,ON,Married,University,"$125,000 and more",55+
Female,Canada,MB,Married,No university,"$50,000 to $74,999",55+
Male,Canada,NL,Married,University,"$100,000 to $ 124,999",55+
Female,Canada,QC,Married,University,"$75,000 to $99,999",55+
Female,Other,ON,Not married,No university,"$50,000 to $74,999",55+
Male,Other,BC,Married,No university,"$125,000 and more",55+
Male,Canada,NS,Married,No university,"$25,000 to $49,999",55+
Male,Other,QC,Married,No university,"$75,000 to $99,999",45-54
Female,Canada,QC,Not married,No university,"$25,000 to $49,999",55+
Female,Canada,QC,Married,University,"$125,000 and more",35-44
Female,Canada,QC,Not married,University,"$100,000 to $ 124,999",35-44
Male,Canada,QC,Not married,No university,"$50,000 to $74,999",25-34
Female,Canada,BC,Married,University,"$125,000 and more",45-54
Female,Canada,BC,Not married,No university,"$75,000 to $99,999",45-54
Female,Canada,NB,Married,No university,"$125,000 and more",55+
Male,Canada,NL,Not married,No university,"Less than $25,000",45-54
Female,Canada,NS,Married,University,"$25,000 to $49,999",55+
Male,Canada,AB,Married,No university,"$125,000 and more",55+
Female,Canada,BC,Married,University,"$50,000 to $74,999",45-54
Male,Canada,NS,Married,University,"$50,000 to $74,999",35-44
Male,Canada,ON,Not married,University,"$125,000 and more",35-44
Male,Canada,AB,Married,No university,"$125,000 and more",35-44
Female,Canada,AB,Not married,No university,"$100,000 to $ 124,999",18-24
Female,Canada,NB,Not married,No university,"$25,000 to $49,999",55+
Male,Canada,MB,Not married,No university,"$25,000 to $49,999",35-44
Female,Canada,AB,Not married,No university,"$100,000 to $ 124,999",45-54
Male,Canada,QC,Not married,No university,"$25,000 to $49,999",55+
Female,Canada,QC,Married,No university,"$125,000 and more",55+
Female,Canada,QC,Not married,No university,"$125,000 and more",45-54
Male,Canada,QC,Married,No university,"$25,000 to $49,999",55+
Male,Canada,MB,Not married,No university,"Less than $25,000",55+
Female,Canada,BC,Married,University,"$125,000 and more",55+
Female,Other,ON,Not married,No university,"$75,000 to $99,999",55+
Male,Canada,ON,Married,No university,"$50,000 to $74,999",18-24
Male,Canada,ON,Married,University,"$125,000 and more",55+
Male,Canada,ON,Not married,No university,"$50,000 to $74,999",18-24
Female,Other,ON,Married,University,"$125,000 and more",55+
Male,Canada,QC,Married,University,"$100,000 to $ 124,999",25-34
Female,Canada,ON,Not married,No university,"Less than $25,000",55+
Female,Canada,QC,Not married,No university,"$50,000 to $74,999",45-54
Male,Canada,ON,Married,No university,"$100,000 to $ 124,999",45-54
Male,Canada,AB,Married,No university,"$125,000 and more",35-44
Male,Canada,QC,Not married,University,"Less than $25,000",55+
Female,Canada,AB,Married,University,"$125,000 and more",35-44
Male,Other,ON,Married,University,"Less than $25,000",55+
Male,Canada,BC,Not married,No university,"$125,000 and more",18-24
Female,Canada,AB,Not married,No university,"Less than $25,000",45-54
Female,Canada,MB,Married,University,"$125,000 and more",55+
Female,Canada,NL,Married,No university,"$125,000 and more",45-54
Male,Canada,QC,Married,No university,"$50,000 to $74,999",55+
Male,Canada,NB,Not married,University,"$75,000 to $99,999",25-34
Female,Other,ON,Not married,University,"$25,000 to $49,999",45-54
Male,Canada,NL,Not married,No university,"Less than $25,000",25-34
Female,Canada,ON,Married,No university,"$50,000 to $74,999",55+
Male,Canada,ON,Not married,No university,"$125,000 and more",35-44
Male,Canada,QC,Not married,No university,"Less than $25,000",55+
Female,Canada,PE,Married,University,"$125,000 and more",55+
Male,Canada,NS,Not married,No university,"$50,000 to $74,999",55+
Female,Canada,BC,Married,No university,"$125,000 and more",45-54
Male,Canada,NL,Married,University,"$75,000 to $99,999",55+
Male,Canada,AB,Married,University,"$125,000 and more",55+
Male,Canada,MB,Married,University,"$125,000 and more",55+
Female,Canada,QC,Not married,University,"$75,000 to $99,999",35-44
Male,Canada,NL,Not married,No university,"Less than $25,000",55+
Male,Canada,MB,Married,University,"$125,000 and more",55+
Male,Canada,BC,Married,University,"$125,000 and more",25-34
Female,Other,NB,Not married,No university,"$25,000 to $49,999",55+
Male,Canada,NS,Not married,University,"$50,000 to $74,999",25-34
Male,Canada,AB,Married,University,"$125,000 and more",55+
Male,Canada,QC,Not married,No university,"$25,000 to $49,999",55+
Female,Other,SK,Married,University,"Less than $25,000",35-44
Male,Canada,ON,Married,No university,"$100,000 to $ 124,999",45-54
Male,Other,AB,Married,No university,"$100,000 to $ 124,999",25-34
Male,Canada,NL,Not married,No university,"Less than $25,000",55+
Male,Canada,NS,Married,University,"$100,000 to $ 124,999",55+
Female,Canada,QC,Not married,No university,"$75,000 to $99,999",55+
Female,Canada,MB,Not married,No university,"$125,000 and more",55+
Female,Canada,NS,Married,University,"$50,000 to $74,999",55+
Male,Canada,NB,Not married,No university,"$75,000 to $99,999",55+
Male,Other,ON,Married,No university,"$25,000 to $49,999",25-34
Male,Canada,ON,Married,No university,"$50,000 to $74,999",55+
Male,Canada,QC,Not married,No university,"Less than $25,000",55+
Male,Canada,ON,Not married,No university,"Less than $25,000",55+
Male,Canada,NL,Not married,University,"$50,000 to $74,999",55+
Male,Canada,ON,Married,University,"$125,000 and more",35-44
Male,Canada,QC,Married,No university,"$50,000 to $74,999",55+
Female,Other,ON,Not married,No university,"$25,000 to $49,999",55+
Female,Canada,ON,Not married,No university,"$75,000 to $99,999",25-34
Female,Canada,MB,Not married,No university,"Less than $25,000",55+
Male,Canada,ON,Not married,No university,"$25,000 to $49,999",45-54
Male,Canada,BC,Not married,University,"$125,000 and more",35-44
Male,Canada,NS,Not married,University,"$25,000 to $49,999",25-34
Male,Canada,QC,Not married,No university,"Less than $25,000",55+
Male,Canada,AB,Married,No university,"$125,000 and more",45-54
Female,Canada,MB,Not married,No university,"$100,000 to $ 124,999",35-44
Male,Canada,AB,Married,University,"$125,000 and more",25-34
Male,Canada,NB,Not married,No university,"$50,000 to $74,999",55+
Female,Canada,NS,Not married,No university,"Less than $25,000",55+
Male,Canada,NS,Not married,No university,"$25,000 to $49,999",55+
Female,Canada,QC,Married,No university,"$75,000 to $99,999",35-44
Male,Canada,NL,Not married,No university,"$25,000 to $49,999",45-54
Male,Canada,QC,Married,No university,"$100,000 to $ 124,999",45-54
Female,Canada,AB,Not married,No university,"$50,000 to $74,999",18-24
Male,Canada,ON,Not married,No university,"Less than $25,000",18-24
Female,Other,QC,Not married,No university,"$25,000 to $49,999",45-54
Male,Canada,BC,Married,No university,"$100,000 to $ 124,999",25-34
Female,Canada,ON,Not married,No university,"Less than $25,000",45-54
Female,Other,ON,Not married,No university,"$125,000 and more",35-44
Female,Canada,ON,Not married,No university,"$50,000 to $74,999",25-34
Male,Canada,QC,Not married,No university,"Less than $25,000",55+
Female,Canada,SK,Married,University,"$75,000 to $99,999",55+
Female,Canada,AB,Not married,No university,"Less than $25,000",55+
Female,Other,QC,Married,No university,"$25,000 to $49,999",55+
Male,Canada,NB,Married,University,"$125,000 and more",55+
Male,Canada,NL,Married,University,"$125,000 and more",55+
Female,Canada,AB,Married,No university,"$100,000 to $ 124,999",25-34
Female,Canada,QC,Married,No university,"$125,000 and more",35-44
Female,Canada,ON,Married,No university,"$50,000 to $74,999",35-44
Male,Canada,NB,Married,University,"$50,000 to $74,999",35-44
Male,Canada,SK,Married,No university,"$50,000 to $74,999",35-44
Female,Canada,QC,Not married,No university,"$50,000 to $74,999",35-44
Female,Canada,SK,Not married,No university,"$25,000 to $49,999",18-24
Female,Canada,MB,Married,University,"$125,000 and more",45-54
Male,Other,QC,Not married,University,"Less than $25,000",35-44
Female,Canada,ON,Married,No university,"$50,000 to $74,999",55+
Female,Canada,QC,Not married,University,"$125,000 and more",35-44
Male,Other,QC,Not married,No university,"Less than $25,000",45-54
Male,Canada,BC,Not married,No university,"Less than $25,000",35-44
Female,Canada,ON,Not married,No university,"$25,000 to $49,999",35-44
Female,Canada,QC,Not married,No university,"$75,000 to $99,999",18-24
Female,Canada,AB,Married,No university,"$125,000 and more",35-44
Female,Canada,QC,Not married,No university,"$50,000 to $74,999",25-34
Male,Canada,QC,Married,University,"$100,000 to $ 124,999",55+
Male,Canada,SK,Married,University,"$100,000 to $ 124,999",35-44
Male,Other,ON,Married,No university,"$50,000 to $74,999",35-44
Female,Canada,ON,Married,University,"$125,000 and more",35-44
Male,Canada,NS,Married,No university,"$25,000 to $49,999",55+
Female,Other,BC,Married,No university,"$125,000 and more",55+
Male,Canada,ON,Married,University,"$100,000 to $ 124,999",55+
Female,Canada,ON,Not married,No university,"$75,000 to $99,999",45-54
Male,Canada,NB,Married,University,"$125,000 and more",45-54
Female,Canada,BC,Married,University,"$125,000 and more",45-54
Male,Canada,BC,Not married,No university,"Less than $25,000",55+
Female,Canada,AB,Not married,No university,"$100,000 to $ 124,999",25-34
Female,Canada,PE,Not married,No university,"$25,000 to $49,999",55+
Female,Other,QC,Married,No university,"$25,000 to $49,999",55+
Female,Canada,BC,Not married,University,"$100,000 to $ 124,999",35-44
Male,Canada,SK,Married,No university,"$125,000 and more",35-44
Female,Other,SK,Married,No university,"$125,000 and more",55+
Female,Canada,BC,Not married,No university,"$25,000 to $49,999",55+
Male,Canada,SK,Not married,University,"$100,000 to $ 124,999",55+
Male,Canada,NS,Not married,University,"$25,000 to $49,999",55+
Female,Canada,ON,Married,University,"$75,000 to $99,999",35-44
